"Timestamp","rainfall_in_mm","rain_station"
"01/02/2025 09:00:00",2.8,"Torduff"
"02/02/2025 09:00:00",0,"Torduff"
"03/02/2025 09:00:00",2.6,"Torduff"
"04/02/2025 09:00:00",4.6,"Torduff"
"05/02/2025 09:00:00",0.2,"Torduff"
"06/02/2025 09:00:00",0,"Torduff"
"07/02/2025 09:00:00",0.6,"Torduff"
"08/02/2025 09:00:00",1.2,"Torduff"
"09/02/2025 09:00:00",1.2,"Torduff"
"10/02/2025 09:00:00",4,"Torduff"
"11/02/2025 09:00:00",0.4,"Torduff"
"12/02/2025 09:00:00",0.2,"Torduff"
"13/02/2025 09:00:00",0,"Torduff"
"14/02/2025 09:00:00",0.2,"Torduff"
"15/02/2025 09:00:00",1,"Torduff"
"16/02/2025 09:00:00",0,"Torduff"
"17/02/2025 09:00:00",0.2,"Torduff"
"18/02/2025 09:00:00",0.2,"Torduff"
"19/02/2025 09:00:00",3.4,"Torduff"
"20/02/2025 09:00:00",3.2,"Torduff"
"21/02/2025 09:00:00",2.6,"Torduff"
"22/02/2025 09:00:00",0.6,"Torduff"
"23/02/2025 09:00:00",1.4,"Torduff"
"24/02/2025 09:00:00",2.8,"Torduff"
"25/02/2025 09:00:00",0.6,"Torduff"
"26/02/2025 09:00:00",0.6,"Torduff"
"27/02/2025 09:00:00",0,"Torduff"
"28/02/2025 09:00:00",0,"Torduff"
"01/03/2025 09:00:00",0,"Torduff"
"02/03/2025 09:00:00",0,"Torduff"
"03/03/2025 09:00:00",0,"Torduff"
"04/03/2025 09:00:00",0.2,"Torduff"
"05/03/2025 09:00:00",0.4,"Torduff"
"06/03/2025 09:00:00",0,"Torduff"
"07/03/2025 09:00:00",0,"Torduff"
"08/03/2025 09:00:00",0.2,"Torduff"
"09/03/2025 09:00:00",0,"Torduff"
"10/03/2025 09:00:00",0.2,"Torduff"
"11/03/2025 09:00:00",0,"Torduff"
"12/03/2025 09:00:00",0,"Torduff"
"13/03/2025 09:00:00",0.6,"Torduff"
"14/03/2025 09:00:00",0,"Torduff"
"15/03/2025 09:00:00",0,"Torduff"
"16/03/2025 09:00:00",0.4,"Torduff"
"17/03/2025 09:00:00",0,"Torduff"
"18/03/2025 09:00:00",0,"Torduff"
"19/03/2025 09:00:00",0,"Torduff"
"20/03/2025 09:00:00",0,"Torduff"
"21/03/2025 09:00:00",0.8,"Torduff"
"22/03/2025 09:00:00",9.8,"Torduff"
"23/03/2025 09:00:00",0,"Torduff"
"24/03/2025 09:00:00",0,"Torduff"
"25/03/2025 09:00:00",0,"Torduff"
"26/03/2025 09:00:00",0,"Torduff"
"27/03/2025 09:00:00",8.2,"Torduff"
"28/03/2025 09:00:00",1.8,"Torduff"
"29/03/2025 09:00:00",1.6,"Torduff"
"30/03/2025 09:00:00",0,"Torduff"
"31/03/2025 09:00:00",0,"Torduff"
"01/04/2025 09:00:00",0,"Torduff"
"02/04/2025 09:00:00",0,"Torduff"
"03/04/2025 09:00:00",0,"Torduff"
"04/04/2025 09:00:00",0,"Torduff"
"05/04/2025 09:00:00",0,"Torduff"
"06/04/2025 09:00:00",0,"Torduff"
"07/04/2025 09:00:00",0,"Torduff"
"08/04/2025 09:00:00",0,"Torduff"
"09/04/2025 09:00:00",0,"Torduff"
"10/04/2025 09:00:00",0,"Torduff"
"11/04/2025 09:00:00",0,"Torduff"
"12/04/2025 09:00:00",0.2,"Torduff"
"13/04/2025 09:00:00",3.2,"Torduff"
"14/04/2025 09:00:00",5.4,"Torduff"
"15/04/2025 09:00:00",0.6,"Torduff"
"16/04/2025 09:00:00",10,"Torduff"
"17/04/2025 09:00:00",1.2,"Torduff"
"18/04/2025 09:00:00",0.4,"Torduff"
"19/04/2025 09:00:00",0,"Torduff"
"20/04/2025 09:00:00",0.4,"Torduff"
"21/04/2025 09:00:00",0.2,"Torduff"
"22/04/2025 09:00:00",0,"Torduff"
"23/04/2025 09:00:00",0,"Torduff"
"24/04/2025 09:00:00",0,"Torduff"
"25/04/2025 09:00:00",1.2,"Torduff"
"26/04/2025 09:00:00",0,"Torduff"
"27/04/2025 09:00:00",0,"Torduff"
"28/04/2025 09:00:00",0,"Torduff"
"29/04/2025 09:00:00",0,"Torduff"
"30/04/2025 09:00:00",0,"Torduff"
"01/05/2025 09:00:00",0,"Torduff"
"02/05/2025 09:00:00",0,"Torduff"
"03/05/2025 09:00:00",0,"Torduff"
"04/05/2025 09:00:00",0,"Torduff"
"05/05/2025 09:00:00",0,"Torduff"
"06/05/2025 09:00:00",0,"Torduff"
"07/05/2025 09:00:00",0,"Torduff"
"08/05/2025 09:00:00",0,"Torduff"
"09/05/2025 09:00:00",0,"Torduff"
"10/05/2025 09:00:00",0,"Torduff"
"11/05/2025 09:00:00",0,"Torduff"
"12/05/2025 09:00:00",0,"Torduff"
"13/05/2025 09:00:00",0,"Torduff"
"14/05/2025 09:00:00",0,"Torduff"
"15/05/2025 09:00:00",0,"Torduff"
"16/05/2025 09:00:00",0,"Torduff"
"17/05/2025 09:00:00",0,"Torduff"
"18/05/2025 09:00:00",0,"Torduff"
"19/05/2025 09:00:00",0,"Torduff"
"20/05/2025 09:00:00",0,"Torduff"
"21/05/2025 09:00:00",0,"Torduff"
"22/05/2025 09:00:00",0,"Torduff"
"23/05/2025 09:00:00",5.8,"Torduff"
"24/05/2025 09:00:00",6.8,"Torduff"
"25/05/2025 09:00:00",1.4,"Torduff"
"26/05/2025 09:00:00",4.2,"Torduff"
"27/05/2025 09:00:00",0.8,"Torduff"
"28/05/2025 09:00:00",5.2,"Torduff"
"29/05/2025 09:00:00",0.2,"Torduff"
"30/05/2025 09:00:00",0.6,"Torduff"
"31/05/2025 09:00:00",4.6,"Torduff"
"01/06/2025 09:00:00",1,"Torduff"
"02/06/2025 09:00:00",7.8,"Torduff"
"03/06/2025 09:00:00",3,"Torduff"
"04/06/2025 09:00:00",0.2,"Torduff"
"05/06/2025 09:00:00",0,"Torduff"
"06/06/2025 09:00:00",0.2,"Torduff"
"07/06/2025 09:00:00",5.6,"Torduff"
"08/06/2025 09:00:00",0.6,"Torduff"
"09/06/2025 09:00:00",8.6,"Torduff"
"10/06/2025 09:00:00",0,"Torduff"
"11/06/2025 09:00:00",0,"Torduff"
"12/06/2025 09:00:00",0,"Torduff"
"13/06/2025 09:00:00",16,"Torduff"
"14/06/2025 09:00:00",8.8,"Torduff"
"15/06/2025 09:00:00",0,"Torduff"
"16/06/2025 09:00:00",0,"Torduff"
"17/06/2025 09:00:00",0,"Torduff"
"18/06/2025 09:00:00",0,"Torduff"
"19/06/2025 09:00:00",0,"Torduff"
"20/06/2025 09:00:00",0,"Torduff"
"21/06/2025 09:00:00",0.6,"Torduff"
"22/06/2025 09:00:00",2.6,"Torduff"
"23/06/2025 09:00:00",0.6,"Torduff"
"24/06/2025 09:00:00",0,"Torduff"
"25/06/2025 09:00:00",5.6,"Torduff"
"26/06/2025 09:00:00",0.4,"Torduff"
"27/06/2025 09:00:00",1.4,"Torduff"
"28/06/2025 09:00:00",0,"Torduff"
"29/06/2025 09:00:00",0,"Torduff"
"30/06/2025 09:00:00",0.2,"Torduff"
"01/07/2025 09:00:00",2.4,"Torduff"
"02/07/2025 09:00:00",9,"Torduff"
"03/07/2025 09:00:00",2.4,"Torduff"
"04/07/2025 09:00:00",1.2,"Torduff"
"05/07/2025 09:00:00",0.4,"Torduff"
"06/07/2025 09:00:00",2.4,"Torduff"
"07/07/2025 09:00:00",0,"Torduff"
"08/07/2025 09:00:00",0,"Torduff"
"09/07/2025 09:00:00",0,"Torduff"
"10/07/2025 09:00:00",0,"Torduff"
"11/07/2025 09:00:00",0,"Torduff"
"12/07/2025 09:00:00",0,"Torduff"
"13/07/2025 09:00:00",3.4,"Torduff"
"14/07/2025 09:00:00",2.8,"Torduff"
"15/07/2025 09:00:00",10.4,"Torduff"
"16/07/2025 09:00:00",0,"Torduff"
"17/07/2025 09:00:00",0,"Torduff"
"18/07/2025 09:00:00",0.8,"Torduff"
"19/07/2025 09:00:00",5.6,"Torduff"
"20/07/2025 09:00:00",3,"Torduff"
"21/07/2025 09:00:00",9.8,"Torduff"
"22/07/2025 09:00:00",0,"Torduff"
"23/07/2025 09:00:00",0,"Torduff"
"24/07/2025 09:00:00",0,"Torduff"
"25/07/2025 09:00:00",0,"Torduff"
"26/07/2025 09:00:00",2.4,"Torduff"
"27/07/2025 09:00:00",0.4,"Torduff"
"28/07/2025 09:00:00",0,"Torduff"
"29/07/2025 09:00:00",0,"Torduff"
"30/07/2025 09:00:00",0,"Torduff"
"31/07/2025 09:00:00",0,"Torduff"
"01/08/2025 09:00:00",0,"Torduff"
"02/08/2025 09:00:00",0.6,"Torduff"
"03/08/2025 09:00:00",8,"Torduff"
"04/08/2025 09:00:00",1.4,"Torduff"
"05/08/2025 09:00:00",0,"Torduff"
"06/08/2025 09:00:00",0.8,"Torduff"
"07/08/2025 09:00:00",0,"Torduff"
"08/08/2025 09:00:00",0.8,"Torduff"
"09/08/2025 09:00:00",0,"Torduff"
"10/08/2025 09:00:00",0,"Torduff"
"11/08/2025 09:00:00",0.4,"Torduff"
"12/08/2025 09:00:00",0,"Torduff"
"13/08/2025 09:00:00",0,"Torduff"
"14/08/2025 09:00:00",0,"Torduff"
"15/08/2025 09:00:00",0,"Torduff"
"16/08/2025 09:00:00",0,"Torduff"
"17/08/2025 09:00:00",0,"Torduff"
"18/08/2025 09:00:00",0.4,"Torduff"
"19/08/2025 09:00:00",0.2,"Torduff"
"20/08/2025 09:00:00",0,"Torduff"
"21/08/2025 09:00:00",0,"Torduff"
"22/08/2025 09:00:00",0,"Torduff"
"23/08/2025 09:00:00",0,"Torduff"
"24/08/2025 09:00:00",0,"Torduff"
"25/08/2025 09:00:00",0.2,"Torduff"
"26/08/2025 09:00:00",1.2,"Torduff"
"27/08/2025 09:00:00",2,"Torduff"
"28/08/2025 09:00:00",1.8,"Torduff"
"29/08/2025 09:00:00",0.8,"Torduff"
"30/08/2025 09:00:00",3,"Torduff"
"31/08/2025 09:00:00",4,"Torduff"
"01/09/2025 09:00:00",0.2,"Torduff"
"02/09/2025 09:00:00",1.4,"Torduff"
"03/09/2025 09:00:00",8,"Torduff"
"04/09/2025 09:00:00",0,"Torduff"
"05/09/2025 09:00:00",0,"Torduff"
"06/09/2025 09:00:00",0,"Torduff"
"07/09/2025 09:00:00",0.4,"Torduff"
"08/09/2025 09:00:00",0,"Torduff"
"09/09/2025 09:00:00",0,"Torduff"
"10/09/2025 09:00:00",0.4,"Torduff"
"11/09/2025 09:00:00",0.6,"Torduff"
"12/09/2025 09:00:00",1.6,"Torduff"
"13/09/2025 09:00:00",2.4,"Torduff"
"14/09/2025 09:00:00",7.2,"Torduff"
"15/09/2025 09:00:00",7,"Torduff"
"16/09/2025 09:00:00",0.8,"Torduff"
"17/09/2025 09:00:00",0,"Torduff"
"18/09/2025 09:00:00",1.2,"Torduff"
"19/09/2025 09:00:00",0.2,"Torduff"
"20/09/2025 09:00:00",1.2,"Torduff"
"21/09/2025 09:00:00",0,"Torduff"
"22/09/2025 09:00:00",0,"Torduff"
"23/09/2025 09:00:00",0,"Torduff"
"24/09/2025 09:00:00",0,"Torduff"
"25/09/2025 09:00:00",0,"Torduff"
"26/09/2025 09:00:00",0,"Torduff"
"27/09/2025 09:00:00",5.4,"Torduff"
"28/09/2025 09:00:00",0,"Torduff"
"29/09/2025 09:00:00",0.2,"Torduff"
"30/09/2025 09:00:00",2,"Torduff"
"01/10/2025 09:00:00",3,"Torduff"
"02/10/2025 09:00:00",2.8,"Torduff"
"03/10/2025 09:00:00",23.2,"Torduff"
"04/10/2025 09:00:00",0,"Torduff"
"05/10/2025 09:00:00",0,"Torduff"
"06/10/2025 09:00:00",0,"Torduff"
"07/10/2025 09:00:00",0.2,"Torduff"
"08/10/2025 09:00:00",0,"Torduff"
"09/10/2025 09:00:00",0,"Torduff"
"10/10/2025 09:00:00",0,"Torduff"
"11/10/2025 09:00:00",0,"Torduff"
"12/10/2025 09:00:00",0.4,"Torduff"
"13/10/2025 09:00:00",0.2,"Torduff"
"14/10/2025 09:00:00",0,"Torduff"
"15/10/2025 09:00:00",0,"Torduff"
"16/10/2025 09:00:00",0,"Torduff"
"17/10/2025 09:00:00",0,"Torduff"
"18/10/2025 09:00:00",1,"Torduff"
"19/10/2025 09:00:00",4.8,"Torduff"
"20/10/2025 09:00:00",0.4,"Torduff"
"21/10/2025 09:00:00",0.2,"Torduff"
"22/10/2025 09:00:00",0,"Torduff"
"23/10/2025 09:00:00",0,"Torduff"
"24/10/2025 09:00:00",3.4,"Torduff"
"25/10/2025 09:00:00",0,"Torduff"
"26/10/2025 09:00:00",1.6,"Torduff"
"27/10/2025 09:00:00",2.2,"Torduff"
"28/10/2025 09:00:00",2.6,"Torduff"
"29/10/2025 09:00:00",0.2,"Torduff"
"30/10/2025 09:00:00",2.6,"Torduff"
"31/10/2025 09:00:00",5.4,"Torduff"
"01/11/2025 09:00:00",1.4,"Torduff"
"02/11/2025 09:00:00",4.2,"Torduff"
"03/11/2025 09:00:00",2.4,"Torduff"
"04/11/2025 09:00:00",5,"Torduff"
"05/11/2025 09:00:00",2.4,"Torduff"
"06/11/2025 09:00:00",5.4,"Torduff"
"07/11/2025 09:00:00",0.4,"Torduff"
"08/11/2025 09:00:00",0,"Torduff"
"09/11/2025 09:00:00",6.4,"Torduff"
"10/11/2025 09:00:00",0,"Torduff"
"11/11/2025 09:00:00",10.8,"Torduff"
"12/11/2025 09:00:00",37,"Torduff"
"13/11/2025 09:00:00",19.6,"Torduff"
"14/11/2025 09:00:00",2,"Torduff"
"15/11/2025 09:00:00",0,"Torduff"
"16/11/2025 09:00:00",0,"Torduff"
"17/11/2025 09:00:00",2.4,"Torduff"
"18/11/2025 09:00:00",13.2,"Torduff"
"19/11/2025 09:00:00",0,"Torduff"
"20/11/2025 09:00:00",0,"Torduff"
