month,type,monthly_mean
2024-02-01T00:00:00Z,tasmin,3.3039639079567795
2024-03-01T00:00:00Z,tasmax,9.608764402401485
2024-03-01T00:00:00Z,tasmin,3.692910099502784
2024-03-31T23:00:00Z,tasmax,12.491744140830797
2024-03-31T23:00:00Z,tasmin,4.893985002623549
2024-04-30T23:00:00Z,tasmax,16.30403408031111
2024-04-30T23:00:00Z,tasmin,10.021737783832672
2024-05-31T23:00:00Z,tasmax,17.97087134078217
2024-05-31T23:00:00Z,tasmin,9.721224044079248
2024-06-30T23:00:00Z,tasmax,19.14034677271541
2024-06-30T23:00:00Z,tasmin,11.231227679459531
2024-07-31T23:00:00Z,tasmax,19.54129868800771
2024-07-31T23:00:00Z,tasmin,11.561032978057248
2024-08-31T23:00:00Z,tasmax,15.157190831858944
2024-08-31T23:00:00Z,tasmin,8.82917558948061
2024-09-30T23:00:00Z,tasmax,13.651595757968874
2024-09-30T23:00:00Z,tasmin,7.614456837234557
2024-11-01T00:00:00Z,tasmax,9.779307734434765
2024-11-01T00:00:00Z,tasmin,3.5455924251174977
2024-12-01T00:00:00Z,tasmax,9.062442290124265
2024-12-01T00:00:00Z,tasmin,4.223138123646335
2025-01-01T00:00:00Z,tasmax,5.968119959677419
2025-01-01T00:00:00Z,tasmin,0.27387852822580644
2025-02-01T00:00:00Z,tasmax,7.955810546875
2025-02-01T00:00:00Z,tasmin,2.3423897879464284
2025-03-01T00:00:00Z,tasmax,11.537676411290322
2025-03-01T00:00:00Z,tasmin,3.9848475302419355
2025-03-31T23:00:00Z,tasmax,14.031966145833334
2025-03-31T23:00:00Z,tasmin,5.466959635416667
2025-04-30T23:00:00Z,tasmax,17.061491935483872
2025-04-30T23:00:00Z,tasmin,7.458480342741935
2025-05-31T23:00:00Z,tasmax,19.127115885416668
2025-05-31T23:00:00Z,tasmin,10.72587890625
2025-06-30T23:00:00Z,tasmax,20.640498991935484
2025-06-30T23:00:00Z,tasmin,12.974546370967742
2025-07-31T23:00:00Z,tasmax,20.80635710685484
2025-07-31T23:00:00Z,tasmin,12.76206527217742
2025-08-31T23:00:00Z,tasmax,17.419791666666665
2025-08-31T23:00:00Z,tasmin,9.063704427083334
2025-09-30T23:00:00Z,tasmax,13.642200100806452
2025-09-30T23:00:00Z,tasmin,7.962134576612903
